"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Crear.un.campo.nuevo.o.elegir.del.menú.desplegable..","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"714","2022-10-04 15:16:57","2022-10-04 15:17:33","0","100","35","1","2022-10-04 15:17:33","anonymous","ES","0.8999999761581421","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","35","","18-29","","","","","",""
"715","2022-10-04 15:16:54","2022-10-04 15:18:35","0","100","100","1","2022-10-04 15:18:35","anonymous","ES","1","1","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","100","","18-29","","","","","",""
"716","2022-10-04 15:15:44","2022-10-04 15:19:26","0","100","221","1","2022-10-04 15:19:27","anonymous","ES","1","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","221","","18-29","","","","","",""
"717","2022-10-04 14:56:25","2022-10-04 15:19:44","0","100","1398","1","2022-10-04 15:19:44","anonymous","ES","1","1","60","0","1","1","10","10","2","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","2","1|2|3|4|5","50","50","0","0","0","1|2|3|4|5","7","50","50","1|2","3","0","100","1|2","4","7","2","4","10","1","mexicano/a","","México","mexicanos/as","1398","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"718","2022-10-04 15:19:11","2022-10-04 15:20:08","0","100","57","1","2022-10-04 15:20:08","anonymous","ES","1","1","69","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","57","","60+","","","","","",""
"719","2022-10-04 15:19:35","2022-10-04 15:20:30","0","100","55","1","2022-10-04 15:20:31","anonymous","ES","1","1","67","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","55","","60+","","","","","",""
"720","2022-10-04 15:12:39","2022-10-04 15:20:31","0","100","471","1","2022-10-04 15:20:32","anonymous","ES","0.8999999761581421","1","60","0","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","2","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","7","75","25","2|1","4","0","100","2|1","3","7","2","5","10","1","mexicano/a","","México","mexicanos/as","471","Complete","60+","0","0","Control","Pass","FL_88","Control"
"721","2022-10-04 15:14:09","2022-10-04 15:20:47","0","100","398","1","2022-10-04 15:20:47","anonymous","ES","1","1","29","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","398","","18-29","","","","","",""
"722","2022-10-04 15:21:09","2022-10-04 15:21:36","0","100","26","1","2022-10-04 15:21:36","anonymous","ES","0.8999999761581421","1","20","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","26","","18-29","","","","","",""
"723","2022-10-04 15:21:14","2022-10-04 15:21:51","0","100","37","1","2022-10-04 15:21:51","anonymous","ES","0.8999999761581421","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","37","","18-29","","","","","",""
"724","2022-10-04 15:21:26","2022-10-04 15:21:53","0","100","26","1","2022-10-04 15:21:54","anonymous","ES","1","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","26","","18-29","","","","","",""
"725","2022-10-04 15:21:43","2022-10-04 15:22:16","0","100","32","1","2022-10-04 15:22:16","anonymous","ES","1","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","32","","18-29","","","","","",""
"726","2022-10-04 15:20:21","2022-10-04 15:22:31","0","100","129","1","2022-10-04 15:22:34","anonymous","ES","1","1","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","129","","18-29","","","","","",""
"727","2022-10-04 15:22:18","2022-10-04 15:22:55","0","100","37","1","2022-10-04 15:22:56","anonymous","ES","0.8999999761581421","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","37","","18-29","","","","","",""
"728","2022-10-04 15:22:29","2022-10-04 15:23:02","0","100","33","1","2022-10-04 15:23:02","anonymous","ES","1","1","26","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","33","","18-29","","","","","",""
"729","2022-10-04 15:22:28","2022-10-04 15:23:03","0","100","35","1","2022-10-04 15:23:04","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","35","","18-29","","","","","",""
"730","2022-10-04 15:20:58","2022-10-04 15:23:16","0","100","137","1","2022-10-04 15:23:16","anonymous","ES","1","1","59","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","137","","50-59","","","","","",""
"731","2022-10-04 15:22:31","2022-10-04 15:23:20","0","100","49","1","2022-10-04 15:23:21","anonymous","ES","0.8999999761581421","1","26","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","49","","18-29","","","","","",""
"732","2022-10-04 15:21:54","2022-10-04 15:23:41","0","100","107","1","2022-10-04 15:23:42","anonymous","ES","1","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","107","","18-29","","","","","",""
"733","2022-10-04 15:23:10","2022-10-04 15:23:49","0","100","39","1","2022-10-04 15:23:49","anonymous","ES","0.8999999761581421","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","39","","18-29","","","","","",""
"734","2022-10-04 15:23:13","2022-10-04 15:23:52","0","100","38","1","2022-10-04 15:23:52","anonymous","ES","1","1","29","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","38","","18-29","","","","","",""
"735","2022-10-04 15:23:19","2022-10-04 15:23:52","0","100","33","1","2022-10-04 15:23:53","anonymous","ES","0.8999999761581421","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","33","","18-29","","","","","",""
"736","2022-10-04 15:23:39","2022-10-04 15:24:22","0","100","43","1","2022-10-04 15:24:23","anonymous","ES","1","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","43","","18-29","","","","","",""
"737","2022-10-04 15:23:45","2022-10-04 15:24:29","0","100","44","1","2022-10-04 15:24:30","anonymous","ES","0.8999999761581421","1","30","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","44","","30-39","","","","","",""
"738","2022-10-04 15:24:00","2022-10-04 15:24:31","0","100","30","1","2022-10-04 15:24:31","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","30","","18-29","","","","","",""
"739","2022-10-04 15:23:29","2022-10-04 15:24:40","0","100","71","1","2022-10-04 15:24:41","anonymous","ES","0.8999999761581421","1","27","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","71","","18-29","","","","","",""
"740","2022-10-04 15:23:45","2022-10-04 15:24:46","0","100","61","1","2022-10-04 15:24:48","anonymous","ES","0.8999999761581421","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","61","","18-29","","","","","",""
"741","2022-10-04 15:24:40","2022-10-04 15:25:11","0","100","30","1","2022-10-04 15:25:11","anonymous","ES","1","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","30","","18-29","","","","","",""
"742","2022-10-04 15:23:42","2022-10-04 15:25:13","0","100","90","1","2022-10-04 15:25:13","anonymous","ES","0.8999999761581421","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","90","","18-29","","","","","",""
"743","2022-10-04 15:24:54","2022-10-04 15:25:15","0","100","21","1","2022-10-04 15:25:15","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","21","","18-29","","","","","",""
"744","2022-10-04 15:24:59","2022-10-04 15:25:39","0","100","40","1","2022-10-04 15:25:40","anonymous","ES","0.8999999761581421","1","35","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","40","","30-39","","","","","",""
"745","2022-10-04 15:25:22","2022-10-04 15:25:40","8","100","17","1","2022-10-04 15:25:40","anonymous","ES","0.8999999761581421","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","17","","18-29","","","","","",""
"746","2022-10-04 15:24:25","2022-10-04 15:25:46","0","100","80","1","2022-10-04 15:25:47","anonymous","ES","0.800000011920929","1","0","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","80","Screenout","","","","","","",""
"747","2022-10-04 15:23:54","2022-10-04 15:25:53","0","100","118","1","2022-10-04 15:25:53","anonymous","ES","0.8999999761581421","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","118","","18-29","","","","","",""
"748","2022-10-04 15:24:21","2022-10-04 15:25:53","0","100","91","1","2022-10-04 15:25:53","anonymous","ES","1","1","35","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","91","","30-39","","","","","",""
"749","2022-10-04 15:25:00","2022-10-04 15:26:00","0","100","59","1","2022-10-04 15:26:00","anonymous","ES","0.8999999761581421","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","59","","18-29","","","","","",""
"750","2022-10-04 15:25:11","2022-10-04 15:26:04","0","100","53","1","2022-10-04 15:26:06","anonymous","ES","1","1","30","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","53","","30-39","","","","","",""
"751","2022-10-04 15:25:37","2022-10-04 15:26:52","0","100","75","1","2022-10-04 15:26:57","anonymous","ES","1","1","28","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","75","","18-29","","","","","",""
"752","2022-10-04 15:24:31","2022-10-04 15:26:52","0","100","141","1","2022-10-04 15:26:59","anonymous","ES","0.8999999761581421","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","141","","18-29","","","","","",""
"753","2022-10-04 15:26:39","2022-10-04 15:27:21","0","100","42","1","2022-10-04 15:27:21","anonymous","ES","0.8999999761581421","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","42","","18-29","","","","","",""
"754","2022-10-04 15:27:10","2022-10-04 15:27:41","0","100","30","1","2022-10-04 15:27:41","anonymous","ES","0.8999999761581421","1","20","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","30","","18-29","","","","","",""
"755","2022-10-04 15:27:27","2022-10-04 15:27:44","0","100","17","1","2022-10-04 15:27:45","anonymous","ES","1","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","17","","18-29","","","","","",""
"756","2022-10-04 15:27:33","2022-10-04 15:27:55","0","100","21","1","2022-10-04 15:27:55","anonymous","ES","0.8999999761581421","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","21","","18-29","","","","","",""
"757","2022-10-04 15:27:29","2022-10-04 15:28:32","0","100","63","1","2022-10-04 15:28:33","anonymous","ES","0.8999999761581421","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","63","","18-29","","","","","",""
"758","2022-10-04 15:28:06","2022-10-04 15:28:30","0","100","24","1","2022-10-04 15:28:33","anonymous","ES","1","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","24","","18-29","","","","","",""
"759","2022-10-04 15:28:21","2022-10-04 15:28:54","0","100","32","1","2022-10-04 15:28:55","anonymous","ES","1","1","31","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","32","","30-39","","","","","",""
"760","2022-10-04 15:27:38","2022-10-04 15:28:58","0","100","80","1","2022-10-04 15:28:59","anonymous","ES","0.8999999761581421","1","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","80","","18-29","","","","","",""
"761","2022-10-04 15:28:28","2022-10-04 15:29:00","0","100","31","1","2022-10-04 15:29:00","anonymous","ES","0.800000011920929","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","31","","18-29","","","","","",""
"762","2022-10-04 15:28:49","2022-10-04 15:29:25","0","100","36","1","2022-10-04 15:29:25","anonymous","ES","0.8999999761581421","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","36","","18-29","","","","","",""
"763","2022-10-04 15:28:48","2022-10-04 15:29:25","8","100","37","1","2022-10-04 15:29:25","anonymous","ES","0.8999999761581421","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","37","","18-29","","","","","",""
"764","2022-10-04 15:29:13","2022-10-04 15:29:36","0","100","22","1","2022-10-04 15:29:36","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","22","","18-29","","","","","",""
"765","2022-10-04 15:29:14","2022-10-04 15:29:47","0","100","33","1","2022-10-04 15:29:48","anonymous","ES","1","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","33","","18-29","","","","","",""
"766","2022-10-04 15:29:34","2022-10-04 15:29:56","0","100","21","1","2022-10-04 15:29:56","anonymous","ES","0.8999999761581421","1","35","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","21","","30-39","","","","","",""
"767","2022-10-04 15:29:43","2022-10-04 15:30:13","0","100","29","1","2022-10-04 15:30:13","anonymous","ES","1","1","20","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","29","","18-29","","","","","",""
"768","2022-10-04 15:29:33","2022-10-04 15:30:14","0","100","41","1","2022-10-04 15:30:15","anonymous","ES","0.8999999761581421","1","29","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","41","","18-29","","","","","",""
"769","2022-10-04 15:28:22","2022-10-04 15:30:18","0","100","115","1","2022-10-04 15:30:18","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","115","","18-29","","","","","",""
"770","2022-10-04 15:29:46","2022-10-04 15:30:20","0","100","33","1","2022-10-04 15:30:20","anonymous","ES","0.8999999761581421","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","33","","18-29","","","","","",""
"771","2022-10-04 15:29:44","2022-10-04 15:30:37","0","100","53","1","2022-10-04 15:30:37","anonymous","ES","0.8999999761581421","1","27","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","53","","18-29","","","","","",""
"772","2022-10-04 15:30:34","2022-10-04 15:31:00","0","100","26","1","2022-10-04 15:31:00","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","26","","18-29","","","","","",""
"773","2022-10-04 15:30:27","2022-10-04 15:31:19","0","100","52","1","2022-10-04 15:31:20","anonymous","ES","0.8999999761581421","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","52","","18-29","","","","","",""
"774","2022-10-04 15:29:56","2022-10-04 15:31:19","0","100","83","1","2022-10-04 15:31:20","anonymous","ES","0.8999999761581421","1","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","83","","18-29","","","","","",""
"775","2022-10-04 15:28:56","2022-10-04 15:31:23","0","100","146","1","2022-10-04 15:31:24","anonymous","ES","0.8999999761581421","1","29","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","146","","18-29","","","","","",""
"776","2022-10-04 15:29:33","2022-10-04 15:31:25","0","100","112","1","2022-10-04 15:31:25","anonymous","ES","1","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","112","","18-29","","","","","",""
"777","2022-10-04 15:30:39","2022-10-04 15:31:33","0","100","54","1","2022-10-04 15:31:33","anonymous","ES","1","1","30","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","54","","30-39","","","","","",""
"778","2022-10-04 15:31:01","2022-10-04 15:31:42","0","100","40","1","2022-10-04 15:31:42","anonymous","ES","1","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","40","","18-29","","","","","",""
"779","2022-10-04 15:30:52","2022-10-04 15:31:41","0","100","49","1","2022-10-04 15:31:42","anonymous","ES","0.8999999761581421","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","49","","18-29","","","","","",""
"780","2022-10-04 15:31:12","2022-10-04 15:31:46","0","100","34","1","2022-10-04 15:31:46","anonymous","ES","1","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","34","","18-29","","","","","",""
"781","2022-10-04 15:31:27","2022-10-04 15:32:02","0","100","34","1","2022-10-04 15:32:02","anonymous","ES","0.8999999761581421","1","29","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","34","","18-29","","","","","",""
"782","2022-10-04 15:31:42","2022-10-04 15:32:06","8","100","23","1","2022-10-04 15:32:06","anonymous","ES","1","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","23","","18-29","","","","","",""
"783","2022-10-04 15:31:19","2022-10-04 15:32:10","0","100","51","1","2022-10-04 15:32:11","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","51","","18-29","","","","","",""
"784","2022-10-04 15:32:17","2022-10-04 15:32:38","0","100","21","1","2022-10-04 15:32:39","anonymous","ES","1","1","20","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","21","","18-29","","","","","",""
"785","2022-10-04 15:31:54","2022-10-04 15:32:55","0","100","61","1","2022-10-04 15:32:55","anonymous","ES","1","1","32","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","61","","30-39","","","","","",""
"786","2022-10-04 15:32:12","2022-10-04 15:33:01","0","100","48","1","2022-10-04 15:33:01","anonymous","ES","0.8999999761581421","1","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","48","","18-29","","","","","",""
"787","2022-10-04 15:32:30","2022-10-04 15:33:03","0","100","32","1","2022-10-04 15:33:03","anonymous","ES","0.8999999761581421","1","34","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","32","","30-39","","","","","",""
"788","2022-10-04 15:32:54","2022-10-04 15:33:34","0","100","40","1","2022-10-04 15:33:34","anonymous","ES","0.8999999761581421","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","40","","18-29","","","","","",""
"789","2022-10-04 15:33:00","2022-10-04 15:33:47","0","100","47","1","2022-10-04 15:33:48","anonymous","ES","1","1","30","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","47","","30-39","","","","","",""
"790","2022-10-04 15:33:35","2022-10-04 15:34:01","0","100","26","1","2022-10-04 15:34:02","anonymous","ES","0.8999999761581421","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","26","","18-29","","","","","",""
"791","2022-10-04 15:33:33","2022-10-04 15:34:12","0","100","38","1","2022-10-04 15:34:12","anonymous","ES","1","1","29","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","38","","18-29","","","","","",""
"792","2022-10-04 15:34:16","2022-10-04 15:34:43","0","100","26","1","2022-10-04 15:34:44","anonymous","ES","1","1","26","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","26","","18-29","","","","","",""
"793","2022-10-04 15:33:20","2022-10-04 15:34:52","0","100","92","1","2022-10-04 15:34:53","anonymous","ES","1","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","92","","18-29","","","","","",""
"794","2022-10-04 15:34:08","2022-10-04 15:35:03","0","100","54","1","2022-10-04 15:35:03","anonymous","ES","0.8999999761581421","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","54","","18-29","","","","","",""
"795","2022-10-04 15:34:35","2022-10-04 15:35:05","0","100","29","1","2022-10-04 15:35:06","anonymous","ES","1","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","29","","18-29","","","","","",""
"796","2022-10-04 15:34:41","2022-10-04 15:35:11","0","100","29","1","2022-10-04 15:35:11","anonymous","ES","0.8999999761581421","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","29","","18-29","","","","","",""
"797","2022-10-04 15:34:45","2022-10-04 15:35:17","0","100","31","1","2022-10-04 15:35:18","anonymous","ES","1","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","31","","18-29","","","","","",""
"798","2022-10-04 15:33:03","2022-10-04 15:35:19","0","100","135","1","2022-10-04 15:35:19","anonymous","ES","0.8999999761581421","1","25","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","135","","18-29","","","","","",""
"799","2022-10-04 15:34:57","2022-10-04 15:35:24","0","100","26","1","2022-10-04 15:35:24","anonymous","ES","1","1","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","26","","18-29","","","","","",""
"800","2022-10-04 15:34:11","2022-10-04 15:35:25","0","100","73","1","2022-10-04 15:35:25","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","73","","18-29","","","","","",""
"801","2022-10-04 15:34:52","2022-10-04 15:35:38","0","100","46","1","2022-10-04 15:35:38","anonymous","ES","1","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","46","","18-29","","","","","",""
"802","2022-10-04 15:25:15","2022-10-04 15:35:42","0","100","627","1","2022-10-04 15:35:42","anonymous","ES","0.8999999761581421","1","65","0","1","1","10","10","4","1|2|3|4|5","25","25","15","20","15","1|2|3|4|5","3","1|2|3|4|5","15","25","30","15","15","1|2|3|4|5","4","35","65","1|2","4","43","57","1|2","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","627","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"803","2022-10-04 15:34:26","2022-10-04 15:36:02","0","100","95","1","2022-10-04 15:36:02","anonymous","ES","1","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","95","","18-29","","","","","",""
"804","2022-10-04 15:35:40","2022-10-04 15:36:10","0","100","29","1","2022-10-04 15:36:10","anonymous","ES","0.8999999761581421","1","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","29","","18-29","","","","","",""
"805","2022-10-04 15:35:17","2022-10-04 15:36:27","0","100","69","1","2022-10-04 15:36:27","anonymous","ES","1","1","31","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","69","","30-39","","","","","",""
"806","2022-10-04 15:35:26","2022-10-04 15:36:27","0","100","61","1","2022-10-04 15:36:28","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","61","","18-29","","","","","",""
"807","2022-10-04 15:35:14","2022-10-04 15:36:29","0","100","75","1","2022-10-04 15:36:30","anonymous","ES","1","1","26","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","75","","18-29","","","","","",""
"808","2022-10-04 15:35:42","2022-10-04 15:36:32","0","100","49","1","2022-10-04 15:36:32","anonymous","ES","1","1","51","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","49","","50-59","","","","","",""
