"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Country_n1","Country_n2","Nationality_singular_n1","Nationality_plural_n1","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"441","2022-10-04 07:34:59","2022-10-04 07:35:43","0","100","43","1","2022-10-04 07:35:43","anonymous","PL","1","1","45","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","43","Polski","Polsce","Polakiem/Polką","Polaków","","40-49","","","","","",""
"442","2022-10-04 07:39:12","2022-10-04 07:39:44","0","100","32","1","2022-10-04 07:39:46","anonymous","PL","1","1","50","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","32","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"443","2022-10-04 09:03:54","2022-10-04 09:04:15","0","100","21","1","2022-10-04 09:04:15","anonymous","PL","1","1","59","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","21","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"444","2022-10-04 09:58:42","2022-10-04 09:59:17","0","100","34","1","2022-10-04 09:59:17","anonymous","PL","1","1","63","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","34","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"445","2022-10-04 10:05:23","2022-10-04 10:09:42","0","100","259","1","2022-10-04 10:09:42","anonymous","PL","0.8999999761581421","1","23","1","1","1","10","8","2","4|3|2|1|5","10","20","10","50","10","4|3|2|1|5","2","4|3|2|1|5","20","40","10","10","20","4|3|2|1|5","3","50","50","2|1","3","50","50","2|1","2","7","2","5","5","1","Polak/Polka","Polska","Polacy","259","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"446","2022-10-04 10:05:22","2022-10-04 10:11:08","0","100","346","1","2022-10-04 10:11:08","anonymous","PL","0.8999999761581421","1","23","0","1","1","10","10","2","4|3|2|1|5","26","44","20","10","0","4|3|2|1|5","1","4|3|2|1|5","41","35","17","7","0","4|3|2|1|5","7","27","73","2|1","3","53","47","2|1","3","5","2","4","5","2","Polak/Polka","Polska","Polacy","346","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"447","2022-10-04 10:15:20","2022-10-04 10:18:25","0","100","184","1","2022-10-04 10:18:25","anonymous","PL","1","1","33","1","1","1","10","9","2","4|3|2|1|5","0","93","0","0","7","4|3|2|1|5","1","4|3|2|1|5","61","0","14","25","0","4|3|2|1|5","6","47","53","2|1","2","35","65","2|1","2","7","2","6","6","1","Polak/Polka","Polska","Polacy","184","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"448","2022-10-04 10:13:19","2022-10-04 10:20:18","0","100","418","1","2022-10-04 10:20:18","anonymous","PL","0.8999999761581421","1","33","1","1","1","10","10","2","1|2|3|4|5","10","60","10","10","10","1|2|3|4|5","2","1|2|3|4|5","15","50","10","10","15","1|2|3|4|5","5","20","80","1|2","3","75","25","1|2","2","4","2","5","8","1","Polak/Polka","Polska","Polacy","418","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"449","2022-10-04 10:28:51","2022-10-04 10:33:03","0","100","252","1","2022-10-04 10:33:04","anonymous","PL","1","1","24","1","1","1","10","10","2","1|2|3|4|5","8","31","21","17","23","1|2|3|4|5","2","1|2|3|4|5","55","25","9","7","4","1|2|3|4|5","7","50","50","1|2","4","50","50","1|2","4","7","2","4","10","2","Polak/Polka","Polska","Polacy","252","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"450","2022-10-04 10:37:10","2022-10-04 10:41:04","0","100","234","1","2022-10-04 10:41:05","anonymous","PL","1","1","18","0","1","1","6","6","2","4|3|2|1|5","79","21","0","0","0","4|3|2|1|5","3","4|3|2|1|5","0","73","0","27","0","4|3|2|1|5","4","20","80","2|1","3","28","72","2|1","3","5","1","","","","Polak/Polka","Polska","Polacy","234","Polski","Polsce","Polakiem/Polką","Polaków","QualityFail","18-29","1","0","Intervention","Fail","FL_76","Intervention"
"451","2022-10-04 10:38:29","2022-10-04 10:42:35","0","100","246","1","2022-10-04 10:42:36","anonymous","PL","1","1","39","1","1","1","10","10","2","1|2|3|4|5","40","50","5","5","0","1|2|3|4|5","2","1|2|3|4|5","40","40","5","5","10","1|2|3|4|5","5","30","70","1|2","3","95","5","1|2","1","99","2","6","10","1","Polak/Polka","Polska","Polacy","246","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","1","Control","Pass","FL_63","Control"
"452","2022-10-04 10:39:39","2022-10-04 10:43:35","0","100","236","1","2022-10-04 10:43:36","anonymous","PL","1","1","26","1","1","1","10","10","4","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","4","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","7","36","64","2|1","1","41","59","2|1","1","1","2","2","5","1","Polak/Polka","Polska","Polacy","236","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"453","2022-10-04 10:36:00","2022-10-04 10:53:52","0","100","1072","1","2022-10-04 10:53:54","anonymous","PL","0.8999999761581421","1","33","0","1","1","6","3","1","4|3|2|1|5","0","0","45","55","0","4|3|2|1|5","1","4|3|2|1|5","0","0","49","51","0","4|3|2|1|5","5","0","100","2|1","3","0","100","2|1","2","6","2","2","7","1","Polak/Polka","Polska","Polacy","1072","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"454","2022-10-04 10:46:54","2022-10-04 10:59:30","0","100","756","1","2022-10-04 10:59:31","anonymous","PL","","1","29","0","1","1","10","10","2","4|3|2|1|5","45","43","7","1","4","4|3|2|1|5","1","4|3|2|1|5","24","5","14","11","46","4|3|2|1|5","3","67","33","2|1","3","29","71","2|1","4","5","2","6","3","1","Polak/Polka","Polska","Polacy","756","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","1","Control","Pass","FL_64","Control"
"455","2022-10-04 11:23:55","2022-10-04 11:26:52","0","100","176","1","2022-10-04 11:26:54","anonymous","PL","0.8999999761581421","1","37","0","1","1","10","9","1","1|2|3|4|5","66","0","0","0","34","1|2|3|4|5","4","1|2|3|4|5","32","10","8","16","34","1|2|3|4|5","6","19","81","1|2","4","45","55","1|2","3","6","2","6","5","1","Polak/Polka","Polska","Polacy","176","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","30-39","0","0","Control","Pass","FL_88","Control"
"456","2022-10-04 11:27:26","2022-10-04 11:34:01","0","100","394","1","2022-10-04 11:34:01","anonymous","PL","0.8999999761581421","1","28","0","1","1","10","10","1","1|2|3|4|5","50","25","10","5","10","1|2|3|4|5","2","1|2|3|4|5","50","25","10","5","10","1|2|3|4|5","7","20","80","1|2","4","10","90","1|2","4","6","2","5","3","1","Polak/Polka","Polska","Polacy","394","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"457","2022-10-04 11:44:20","2022-10-04 11:46:18","0","100","118","1","2022-10-04 11:46:18","anonymous","PL","1","1","28","1","1","1","6","5","2","1|2|3|4|5","44","0","46","0","10","1|2|3|4|5","5","1|2|3|4|5","21","26","20","20","13","1|2|3|4|5","4","65","35","1|2","2","77","23","1|2","2","4","2","4","10","2","Polak/Polka","Polska","Polacy","118","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","18-29","0","1","Control","Pass","FL_64","Control"
"458","2022-10-04 11:41:29","2022-10-04 11:46:37","0","100","307","1","2022-10-04 11:46:38","anonymous","PL","1","1","30","0","1","1","8","5","2","1|2|3|4|5","15","20","30","10","25","1|2|3|4|5","1","1|2|3|4|5","22","30","11","20","17","1|2|3|4|5","4","50","50","1|2","2","40","60","1|2","2","99","2","4","5","2","Polak/Polka","Polska","Polacy","307","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"459","2022-10-04 11:50:29","2022-10-04 11:57:58","0","100","448","1","2022-10-04 11:57:58","anonymous","PL","1","1","18","1","1","1","10","10","3","1|2|3|4|5","30","27","43","0","0","1|2|3|4|5","5","1|2|3|4|5","2","61","25","12","0","1|2|3|4|5","3","50","50","1|2","4","57","43","1|2","3","5","2","4","8","1","Polak/Polka","Polska","Polacy","448","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"460","2022-10-04 12:13:37","2022-10-04 12:14:17","0","100","39","1","2022-10-04 12:14:18","anonymous","PL","1","1","46","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","39","Polski","Polsce","Polakiem/Polką","Polaków","","40-49","","","","","",""
"461","2022-10-04 12:14:43","2022-10-04 12:24:10","0","100","566","1","2022-10-04 12:24:10","anonymous","PL","1","1","38","0","1","1","10","9","2","1|2|3|4|5","18","17","17","41","7","1|2|3|4|5","2","1|2|3|4|5","62","38","0","0","0","1|2|3|4|5","7","40","60","1|2","4","58","42","1|2","3","7","2","4","5","1","Polak/Polka","Polska","Polacy","566","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"462","2022-10-04 12:23:41","2022-10-04 12:29:51","0","100","369","1","2022-10-04 12:29:51","anonymous","PL","0.8999999761581421","1","22","0","1","1","0","5","1","4|3|2|1|5","70","10","10","0","10","4|3|2|1|5","1","4|3|2|1|5","60","10","10","10","10","4|3|2|1|5","4","70","30","2|1","4","80","20","2|1","4","6","2","3","5","1","Polak/Polka","Polska","Polacy","369","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"463","2022-10-04 13:28:05","2022-10-04 13:31:48","0","100","223","1","2022-10-04 13:31:49","anonymous","PL","1","1","30","1","1","1","10","10","1","4|3|2|1|5","2","10","19","66","3","4|3|2|1|5","1","4|3|2|1|5","14","35","4","34","13","4|3|2|1|5","7","50","50","2|1","4","50","50","2|1","3","7","2","6","10","1","Polak/Polka","Polska","Polacy","223","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"464","2022-10-04 13:37:13","2022-10-04 13:40:32","0","100","198","1","2022-10-04 13:40:32","anonymous","PL","1","1","37","1","1","1","7","7","2","1|2|3|4|5","66","34","0","0","0","1|2|3|4|5","2","1|2|3|4|5","6","14","28","30","22","1|2|3|4|5","5","37","63","1|2","3","55","45","1|2","3","7","2","4","6","1","Polak/Polka","Polska","Polacy","198","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"465","2022-10-04 13:37:43","2022-10-04 13:41:12","0","100","208","1","2022-10-04 13:41:15","anonymous","PL","0.8999999761581421","1","31","1","1","1","10","8","2","4|3|2|1|5","39","16","15","9","21","4|3|2|1|5","2","4|3|2|1|5","28","23","15","34","0","4|3|2|1|5","6","39","61","2|1","3","80","20","2|1","3","3","2","6","7","1","Polak/Polka","Polska","Polacy","208","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"466","2022-10-04 13:42:20","2022-10-04 13:42:36","0","100","15","1","2022-10-04 13:42:36","anonymous","PL","1","1","37","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","15","Polski","Polsce","Polakiem/Polką","Polaków","","30-39","","","","","",""
"467","2022-10-04 13:50:33","2022-10-04 13:55:12","0","100","278","1","2022-10-04 13:55:12","anonymous","PL","1","1","29","0","1","1","10","7","1","4|3|2|1|5","74","10","9","1","6","4|3|2|1|5","1","4|3|2|1|5","62","11","15","2","10","4|3|2|1|5","6","29","71","2|1","3","21","79","2|1","3","6","2","4","6","2","Polak/Polka","Polska","Polacy","278","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"468","2022-10-04 14:00:22","2022-10-04 14:00:46","0","100","24","1","2022-10-04 14:00:46","anonymous","PL","1","1","33","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","24","Polski","Polsce","Polakiem/Polką","Polaków","","30-39","","","","","",""
"469","2022-10-04 14:29:34","2022-10-04 14:38:34","0","100","539","1","2022-10-04 14:38:34","anonymous","PL","1","1","26","0","1","1","9","3","1","4|3|2|1|5","38","26","12","8","16","4|3|2|1|5","1","4|3|2|1|5","45","32","0","23","0","4|3|2|1|5","7","47","53","2|1","3","42","58","2|1","4","7","2","5","0","2","Polak/Polka","Polska","Polacy","539","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","0","Control","Pass","FL_88","Control"
"470","2022-10-04 15:07:59","2022-10-04 15:11:31","0","100","212","1","2022-10-04 15:11:32","anonymous","PL","1","1","28","1","1","1","7","8","2","4|3|2|1|5","52","42","0","0","6","4|3|2|1|5","2","4|3|2|1|5","44","56","0","0","0","4|3|2|1|5","5","68","32","2|1","3","58","42","2|1","3","4","2","3","5","1","Polak/Polka","Polska","Polacy","212","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"471","2022-10-04 15:47:38","2022-10-04 16:04:08","0","100","990","1","2022-10-04 16:04:08","anonymous","PL","1","1","28","1","1","1","7","9","3","4|3|2|1|5","31","23","21","10","15","4|3|2|1|5","3","4|3|2|1|5","27","14","37","14","8","4|3|2|1|5","5","53","47","2|1","3","48","52","2|1","3","6","2","6","7","1","Polak/Polka","Polska","Polacy","990","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"472","2022-10-04 16:23:04","2022-10-04 16:27:52","0","100","287","1","2022-10-04 16:27:54","anonymous","PL","1","1","38","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","287","Polski","Polsce","Polakiem/Polką","Polaków","","30-39","","","","","",""
"473","2022-10-04 16:40:33","2022-10-04 16:41:47","0","100","74","1","2022-10-04 16:41:47","anonymous","PL","1","1","48","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","74","Polski","Polsce","Polakiem/Polką","Polaków","","40-49","","","","","",""
"474","2022-10-04 16:48:14","2022-10-04 16:55:46","0","100","452","1","2022-10-04 16:55:46","anonymous","PL","1","1","36","0","1","1","10","5","2","1|2|3|4|5","20","40","10","5","25","1|2|3|4|5","2","1|2|3|4|5","30","20","25","15","10","1|2|3|4|5","7","20","80","1|2","3","30","70","1|2","3","7","2","4","8","1","Polak/Polka","Polska","Polacy","452","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"475","2022-10-04 16:57:56","2022-10-04 16:58:20","0","100","24","1","2022-10-04 16:58:20","anonymous","PL","1","1","33","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","24","Polski","Polsce","Polakiem/Polką","Polaków","","30-39","","","","","",""
"476","2022-10-04 17:29:31","2022-10-04 17:42:08","0","100","756","1","2022-10-04 17:42:08","anonymous","PL","1","1","36","0","1","1","10","9","1","4|3|2|1|5","40","29","18","13","0","4|3|2|1|5","1","4|3|2|1|5","3","4","16","77","0","4|3|2|1|5","4","11","89","2|1","3","13","87","2|1","4","7","2","6","5","1","Polak/Polka","Polska","Polacy","756","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"477","2022-10-04 17:33:17","2022-10-04 17:42:33","0","100","556","1","2022-10-04 17:42:34","anonymous","PL","1","1","21","0","1","1","9","10","2","4|3|2|1|5","10","20","10","10","50","4|3|2|1|5","5","4|3|2|1|5","0","0","50","0","50","4|3|2|1|5","2","50","50","2|1","3","50","50","2|1","2","5","2","4","5","2","Polak/Polka","Polska","Polacy","556","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"478","2022-10-04 17:42:43","2022-10-04 17:46:02","0","100","198","1","2022-10-04 17:46:02","anonymous","PL","1","1","28","1","1","1","10","10","2","1|2|3|4|5","20","80","0","0","0","1|2|3|4|5","5","1|2|3|4|5","0","0","0","0","100","1|2|3|4|5","3","71","29","1|2","2","100","0","1|2","1","99","2","5","5","1","Polak/Polka","Polska","Polacy","198","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","1","Control","Pass","FL_63","Control"
"479","2022-10-04 17:37:39","2022-10-04 17:46:13","0","100","513","1","2022-10-04 17:46:13","anonymous","PL","1","1","29","1","1","1","10","10","2","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","2","4|3|2|1|5","17","65","18","0","0","4|3|2|1|5","7","48","52","2|1","3","49","51","2|1","2","4","2","4","5","1","Polak/Polka","Polska","Polacy","513","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","0","Intervention","Pass","FL_88","Intervention"
"480","2022-10-04 17:44:41","2022-10-04 17:48:19","0","100","217","1","2022-10-04 17:48:20","anonymous","PL","1","1","22","0","1","1","3","5","5","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","5","4|3|2|1|5","25","18","22","10","25","4|3|2|1|5","4","70","30","2|1","2","75","25","2|1","1","99","2","4","5","2","Polak/Polka","Polska","Polacy","217","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"481","2022-10-04 17:59:57","2022-10-04 18:05:32","0","100","335","1","2022-10-04 18:05:33","anonymous","PL","1","1","18","0","1","1","10","9","2","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","5","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","4","50","50","2|1","3","50","50","2|1","2","3","2","4","5","2","Polak/Polka","Polska","Polacy","335","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"482","2022-10-04 18:16:39","2022-10-04 18:21:31","0","100","292","1","2022-10-04 18:21:32","anonymous","PL","1","1","25","1","1","1","7","7","1","4|3|2|1|5","44","21","13","11","11","4|3|2|1|5","2","4|3|2|1|5","34","10","10","13","33","4|3|2|1|5","4","65","35","2|1","2","58","42","2|1","2","5","2","4","5","2","Polak/Polka","Polska","Polacy","292","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"483","2022-10-04 18:32:00","2022-10-04 18:36:12","0","100","252","1","2022-10-04 18:36:12","anonymous","PL","0.8999999761581421","1","20","0","1","1","5","10","1","4|3|2|1|5","10","20","30","40","0","4|3|2|1|5","1","4|3|2|1|5","0","0","80","20","0","4|3|2|1|5","7","70","30","2|1","4","70","30","2|1","4","7","2","3","3","1","Polak/Polka","Polska","Polacy","252","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","0","Control","Pass","FL_88","Control"
"484","2022-10-04 18:34:25","2022-10-04 18:36:41","0","100","136","1","2022-10-04 18:36:42","anonymous","PL","0.8999999761581421","1","24","1","1","1","10","10","1","1|2|3|4|5","26","20","36","18","0","1|2|3|4|5","1","1|2|3|4|5","17","33","27","23","0","1|2|3|4|5","6","44","56","1|2","4","45","55","1|2","4","5","2","5","7","1","Polak/Polka","Polska","Polacy","136","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"485","2022-10-04 18:53:01","2022-10-04 18:57:20","0","100","258","1","2022-10-04 18:57:20","anonymous","PL","1","1","30","0","1","1","10","10","1","1|2|3|4|5","59","20","0","0","21","1|2|3|4|5","1","1|2|3|4|5","62","30","0","0","8","1|2|3|4|5","6","30","70","1|2","3","68","32","1|2","3","5","2","6","0","1","Polak/Polka","Polska","Polacy","258","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"486","2022-10-04 19:09:34","2022-10-04 19:14:09","0","100","274","1","2022-10-04 19:14:11","anonymous","PL","1","1","22","0","1","1","10","5","1","4|3|2|1|5","90","0","10","0","0","4|3|2|1|5","1","4|3|2|1|5","90","10","0","0","0","4|3|2|1|5","1","27","73","2|1","2","76","24","2|1","2","5","2","4","5","1","Polak/Polka","Polska","Polacy","274","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"487","2022-10-04 19:27:46","2022-10-04 19:32:19","0","100","272","1","2022-10-04 19:32:19","anonymous","PL","1","1","22","0","1","1","10","9","2","4|3|2|1|5","0","30","25","45","0","4|3|2|1|5","5","4|3|2|1|5","0","54","17","29","0","4|3|2|1|5","4","59","41","2|1","3","61","39","2|1","4","4","2","5","3","2","Polak/Polka","Polska","Polacy","272","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","1","Control","Pass","FL_63","Control"
"488","2022-10-04 19:29:20","2022-10-04 19:41:27","0","100","727","1","2022-10-04 19:41:28","anonymous","PL","1","1","29","1","1","1","10","10","2","1|2|3|4|5","20","25","40","15","0","1|2|3|4|5","2","1|2|3|4|5","10","45","25","20","0","1|2|3|4|5","3","70","30","1|2","2","60","40","1|2","2","5","2","6","7","1","Polak/Polka","Polska","Polacy","727","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","1","Control","Pass","FL_64","Control"
"489","2022-10-04 19:32:03","2022-10-04 19:46:02","0","100","838","1","2022-10-04 19:46:02","anonymous","PL","1","1","26","1","1","1","10","0","3","4|3|2|1|5","0","29","0","71","0","4|3|2|1|5","3","4|3|2|1|5","0","0","0","38","62","4|3|2|1|5","7","81","19","2|1","3","0","100","2|1","3","7","2","3","10","2","Polak/Polka","Polska","Polacy","838","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","0","Intervention","Pass","FL_88","Intervention"
"490","2022-10-04 20:00:52","2022-10-04 20:02:02","0","100","69","1","2022-10-04 20:02:03","anonymous","PL","1","1","26","1","1","1","6","5","2","1|2|3|4|5","65","35","0","0","0","1|2|3|4|5","2","1|2|3|4|5","46","20","0","34","0","1|2|3|4|5","6","38","62","1|2","3","40","60","1|2","3","7","2","6","8","1","Polak/Polka","Polska","Polacy","69","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"491","2022-10-04 19:47:43","2022-10-04 20:25:03","0","100","2240","1","2022-10-04 20:25:04","anonymous","PL","1","1","34","0","1","1","8","7","1","4|3|2|1|5","33","30","26","6","5","4|3|2|1|5","1","4|3|2|1|5","47","31","13","9","0","4|3|2|1|5","6","37","63","2|1","3","45","55","2|1","3","6","2","5","5","1","Polak/Polka","Polska","Polacy","2240","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"492","2022-10-04 20:27:52","2022-10-04 20:28:28","0","100","35","1","2022-10-04 20:28:28","anonymous","PL","1","1","57","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","35","Polski","Polsce","Polakiem/Polką","Polaków","","50-59","","","","","",""
"493","2022-10-04 20:41:37","2022-10-04 20:43:58","0","100","140","1","2022-10-04 20:43:59","anonymous","PL","1","1","19","0","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","100","0","1|2","1","0","100","1|2","4","7","2","3","10","2","Polak/Polka","Polska","Polacy","140","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"494","2022-10-04 21:00:50","2022-10-04 21:03:39","0","100","168","1","2022-10-04 21:03:39","anonymous","PL","0.800000011920929","1","66","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","168","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
"495","2022-10-04 21:13:28","2022-10-04 21:13:54","0","100","26","1","2022-10-04 21:13:55","anonymous","PL","1","1","47","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","26","Polski","Polsce","Polakiem/Polką","Polaków","","40-49","","","","","",""
"496","2022-10-04 21:11:38","2022-10-04 21:15:25","0","100","227","1","2022-10-04 21:15:27","anonymous","PL","1","1","36","0","1","1","10","10","1","4|3|2|1|5","16","41","14","2","27","4|3|2|1|5","1","4|3|2|1|5","18","28","40","10","4","4|3|2|1|5","3","45","55","2|1","4","80","20","2|1","3","5","2","3","9","2","Polak/Polka","Polska","Polacy","227","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"497","2022-10-04 21:15:25","2022-10-04 21:15:55","0","100","30","1","2022-10-04 21:15:55","anonymous","PL","1","1","46","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","30","Polski","Polsce","Polakiem/Polką","Polaków","","40-49","","","","","",""
"498","2022-10-04 21:27:00","2022-10-04 21:30:14","0","100","193","1","2022-10-04 21:30:14","anonymous","PL","1","1","27","1","1","1","8","7","5","1|2|3|4|5","35","40","25","0","0","1|2|3|4|5","5","1|2|3|4|5","51","49","0","0","0","1|2|3|4|5","4","49","51","1|2","2","46","54","1|2","2","6","2","4","5","1","Polak/Polka","Polska","Polacy","193","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"499","2022-10-04 21:59:29","2022-10-04 22:05:39","0","100","369","1","2022-10-04 22:05:40","anonymous","PL","0.8999999761581421","1","21","1","1","1","9","6","2","4|3|2|1|5","55","15","5","15","10","4|3|2|1|5","2","4|3|2|1|5","25","25","5","35","10","4|3|2|1|5","6","40","60","2|1","3","70","30","2|1","3","5","2","3","8","2","Polak/Polka","Polska","Polacy","369","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","0","0","Intervention","Pass","FL_88","Intervention"
"500","2022-10-04 22:12:51","2022-10-04 22:14:47","0","100","116","1","2022-10-04 22:14:47","anonymous","PL","0.8999999761581421","1","68","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","116","Polski","Polsce","Polakiem/Polką","Polaków","","60+","","","","","",""
